name,affiliation,country,dept,year,homepage
David Hung-Chang Du ,University of Minnesota,usa,comm,1986,http://www-users.cs.umn.edu/~du/
Eric Van Wyk ,University of Minnesota,usa,plan,2002,http://www-users.cs.umn.edu/~evw/
Gary W. Meyer ,University of Minnesota,usa,graph,1980,http://umn.edu/home/meyer172/
George Karypis ,University of Minnesota,usa,da,1999,http://glaros.dtc.umn.edu/
Gopalan Nadathur ,University of Minnesota,usa,log,1987,http://www-users.cs.umn.edu/~gopalan/
Haiyi Zhu ,University of Minnesota,usa,chi,2012,http://haiyizhu.com/
Jaideep Srivastava ,University of Minnesota,usa,ai,2010,https://www.cs.umn.edu/people/faculty/
Joe Konstan ,University of Minnesota,usa,#N/A,#N/A,http://konstan.umn.edu/
John V. Carlis ,University of Minnesota,usa,vis,1995,http://www-users.cs.umn.edu/~carlis/
Jon B. Weissman ,University of Minnesota,usa,hpc,1994,http://www-users.cs.umn.edu/~jon/
Joseph A. Konstan ,University of Minnesota,usa,ai,1999,http://konstan.umn.edu/
Junaed Sattar ,University of Minnesota,usa,robotics,2005,http://www-users.cs.umn.edu/~junaed/
Loren G. Terveen ,University of Minnesota,usa,ai,1990,http://www-users.cs.umn.edu/~terveen/
Loren Gilbert Terveen ,University of Minnesota,usa,#N/A,#N/A,http://www-users.cs.umn.edu/~terveen/
Maria L. Gini ,University of Minnesota,usa,ai,2005,http://umn.edu/home/gini/
Mats Per Erik Heimdahl ,University of Minnesota,usa,bed,2011,http://www.umsec.umn.edu/directory/mats-heimdahl/
Mohamed F. Mokbel ,University of Minnesota,usa,mod,2004,http://www-users.cs.umn.edu/~mokbel/
Nicholas Hopper ,University of Minnesota,usa,comm,2011,https://www-users.cs.umn.edu/~hopper/
Nicholas J. Hopper ,University of Minnesota,usa,act,2005,https://www-users.cs.umn.edu/~hopper/
Nikolaos P. Papanikolopoulos ,University of Minnesota,usa,robotics,1992,http://www-users.cs.umn.edu/~npapas/
Nikolaos Papanikolopoulos ,University of Minnesota,usa,robotics,1994,http://www-users.cs.umn.edu/~npapas/
Nikos Papanikolopoulos ,University of Minnesota,usa,robotics,2002,http://www-users.cs.umn.edu/~npapas/
Paul R. Schrater ,University of Minnesota,usa,ai,2005,http://gandalf.psych.umn.edu/users/schrater/PaulSchrater.htm/
Pen-Chung Yew ,University of Minnesota,usa,arch,1985,http://www-users.cs.umn.edu/~yew/
Rahul Narain ,University of Minnesota,usa,graph,2008,http://rahul.narain.name/
Ravi Janardan ,University of Minnesota,usa,act,1986,http://umn.edu/home/janardan/
Rui Kuang ,University of Minnesota,usa,#N/A,#N/A,http://www-users.cs.umn.edu/~kuang/
Shashi Shekhar ,University of Minnesota,usa,ai,1992,http://umn.edu/home/shekhar/
Stephen J. Guy ,University of Minnesota,usa,ai,2016,http://www-users.cs.umn.edu/~sjguy/
Stephen McCamant ,University of Minnesota,usa,arch,2012,http://www-users.cs.umn.edu/~mccamant/
Stergios I. Roumeliotis ,University of Minnesota,usa,robotics,1998,http://www-users.cs.umn.edu/~stergios/
Svetlana Yarosh ,University of Minnesota,usa,chi,2010,http://lanayarosh.com/
Tian He ,University of Minnesota,usa,bed,2001,http://www-users.cs.umn.edu/~tianhe/
Victoria Interrante ,University of Minnesota,usa,graph,1997,http://www-users.cs.umn.edu/~interran/
Vipin Kumar ,University of Minnesota,usa,ai,1984,http://www-users.cs.umn.edu/~kumar/
Volkan Isler ,University of Minnesota,usa,act,2004,http://www-users.cs.umn.edu/~isler/
Youcef Saad ,University of Minnesota,usa,#N/A,#N/A,http://www-users.cs.umn.edu/~saad/
Yousef Saad ,University of Minnesota,usa,hpc,1987,http://www-users.cs.umn.edu/~saad/
Zhi-Li Zhang ,University of Minnesota,usa,act,1990,http://www-users.cs.umn.edu/~zhzhang/
Aaron C. Courville ,University of Montreal,canada,ai,2014,https://aaroncourville.wordpress.com/
Abdelhakim Hafid ,University of Montreal,canada,hpc,1996,http://www.iro.umontreal.ca/~ahafid/
Abdelhakim Senhaji Hafid ,University of Montreal,canada,#N/A,#N/A,http://www.iro.umontreal.ca/~ahafid/
Alain Tapp ,University of Montreal,canada,act,2000,http://diro.umontreal.ca/repertoire-departement/vue/tapp-alain/
Bernard Gendron ,University of Montreal,canada,#N/A,#N/A,https://www.iro.umontreal.ca/~gendron/
Claude Frasson ,University of Montreal,canada,ai,2015,http://www.iro.umontreal.ca/~frasson/
Derek Nowrouzezahrai ,University of Montreal,canada,chi,2008,http://www.iro.umontreal.ca/~derek/
Emma Frejinger ,University of Montreal,canada,#N/A,#N/A,http://en.diro.umontreal.ca/department-directory/vue/frejinger-emma/
Esma AÌømeur ,University of Montreal,canada,mlmining,2007,http://www.iro.umontreal.ca/~aimeur/
Eugene Syriani ,University of Montreal,canada,#N/A,#N/A,http://www-ens.iro.umontreal.ca/~syriani/
Fabian Bastin ,University of Montreal,canada,#N/A,#N/A,http://www.iro.umontreal.ca/~bastin/
FranÌ¤ois Major ,University of Montreal,canada,bio,1995,http://www.iro.umontreal.ca/~major/
Gena Hahn ,University of Montreal,canada,#N/A,#N/A,http://www.iro.umontreal.ca/~hahn/
Gilles Brassard ,University of Montreal,canada,act,1979,https://en.wikipedia.org/wiki/Gilles_Brassard
Guy Lapalme ,University of Montreal,canada,nlp,2004,http://rali.iro.umontreal.ca/lapalme/
Houari A. Sahraoui ,University of Montreal,canada,#N/A,#N/A,http://www.iro.umontreal.ca/~sahraouh/
Jean Meunier ,University of Montreal,canada,vision,1997,http://www.iro.umontreal.ca/~meunier/
Jean-Yves Potvin ,University of Montreal,canada,#N/A,#N/A,http://www.iro.umontreal.ca/~potvin/
Jian-Yun Nie ,University of Montreal,canada,ai,2014,http://rali.iro.umontreal.ca/nie/jian-yun-nie-en/
Louis Salvail ,University of Montreal,canada,act,2005,http://www.iro.umontreal.ca/~salvail/
Marc Feeley ,University of Montreal,canada,#N/A,#N/A,http://www.iro.umontreal.ca/~feeley/
Max Mignotte ,University of Montreal,canada,vision,1999,http://www.iro.umontreal.ca/~mignotte/
Michel Boyer ,University of Montreal,canada,act,2000,http://www.iro.umontreal.ca/~boyer/
MiklÌ_s CsÌ_rÌ¦s ,University of Montreal,canada,act,1999,http://www.iro.umontreal.ca/~csuros/
Nadia El-Mabrouk ,University of Montreal,canada,bio,1999,http://www.iro.umontreal.ca/~mabrouk/
Neil F. Stewart ,University of Montreal,canada,#N/A,#N/A,http://www.iro.umontreal.ca/~stewart/
Olga Baysal ,University of Montreal,canada,soft,2014,http://olgabaysal.com/
Pascal Vincent ,University of Montreal,canada,mlmining,2000,https://www.iro.umontreal.ca/~vincentp/
Patrice Marcotte ,University of Montreal,canada,mlmining,2005,http://www.iro.umontreal.ca/~marcotte/
Philippe Langlais ,University of Montreal,canada,nlp,1998,http://www.iro.umontreal.ca/~felipe/
Pierre L'Ecuyer ,University of Montreal,canada,#N/A,#N/A,http://www.iro.umontreal.ca/~lecuyer/
Pierre McKenzie ,University of Montreal,canada,act,1983,http://www.iro.umontreal.ca/~mckenzie/
Pierre Poulin ,University of Montreal,canada,graph,1990,http://www.iro.umontreal.ca/~poulin/
Pierre-Louis Bellec ,University of Montreal,canada,#N/A,#N/A,http://diro.umontreal.ca/repertoire-departement/vue/bellec-pierre-louis/
Roland Memisevic ,University of Montreal,canada,ai,2007,http://www.iro.umontreal.ca/~memisevr/
Simon Lacoste-Julien ,University of Montreal,canada,mlmining,2005,http://www.di.ens.fr/~slacoste/
Stefan Monnier ,University of Montreal,canada,log,2002,https://www.iro.umontreal.ca/~monnier/
Sylvie Hamel ,University of Montreal,canada,mod,2015,http://www.iro.umontreal.ca/~hamelsyl/
SÌ©bastien Roy ,University of Montreal,canada,vision,1997,http://www.iro.umontreal.ca/~roys/en_index.shtml
Yoshua Bengio ,University of Montreal,canada,ai,1989,http://www.iro.umontreal.ca/~bengioy/
Ashok Samal ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~samal/
Berthe Y. Choueiry ,University of Nebraska,usa,ai,1995,http://cse.unl.edu/~choueiry/
Brittany A. Duncan ,University of Nebraska,usa,robotics,2015,http://cse.unl.edu/~bduncan/
Byrav Ramamurthy ,University of Nebraska,usa,comm,1997,http://cse.unl.edu/~byrav/
Carrick Detweiler ,University of Nebraska,usa,mobile,2010,http://cse.unl.edu/~carrick/
Gregg Rothermel ,University of Nebraska,usa,chi,2003,http://cse.unl.edu/~grother/
Hamid Bagheri ,University of Nebraska,usa,soft,2014,http://cse.unl.edu/~hbagheri/
Hongfeng Yu ,University of Nebraska,usa,hpc,2004,http://vis.unl.edu/~yu/
Jitender S. Deogun ,University of Nebraska,usa,da,1989,http://cse.unl.edu/~deogun/
Juan Cui ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~jcui/
Justin Bradley ,University of Nebraska,usa,#N/A,#N/A,http://justinbradley.unl.edu/
Leen-Kiat Soh ,University of Nebraska,usa,ai,2001,http://cse.unl.edu/~lksoh/
Leenkiat Soh ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~lksoh/
Lisong Xu ,University of Nebraska,usa,comm,2003,http://cse.unl.edu/~xu/
Massimiliano Pierobon ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~pierobon/
Matthew B. Dwyer ,University of Nebraska,usa,bed,2003,http://cse.unl.edu/~dwyer/
Mehmet C. Vuran ,University of Nebraska,usa,bed,2009,http://cse.unl.edu/~mcvuran/
Mehmet Can Vuran ,University of Nebraska,usa,comm,2013,http://cse.unl.edu/~mcvuran/
Myra B. Cohen ,University of Nebraska,usa,chi,2012,http://cse.unl.edu/~myra/
Peter Z. Revesz ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~revesz/
Qiben Yan ,University of Nebraska,usa,comm,2012,http://cse.unl.edu/~qyan/
Sebastian G. Elbaum ,University of Nebraska,usa,ir,2007,http://csce.unl.edu/~elbaum/
Sheng Wei 0001 ,University of Nebraska,usa,da,2010,http://cse.unl.edu/~swei/
Stephen Cooper ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~scooper/
Stephen E. Reichenbach ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~reich/
Stephen Scott ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~sscott/
Steve Goddard ,University of Nebraska,usa,bed,1999,http://cse.unl.edu/~goddard/
ThanhVu H. Nguyen ,University of Nebraska,usa,#N/A,#N/A,https://cse.unl.edu/~tnguyen/
ThanhVu Nguyen ,University of Nebraska,usa,soft,2009,http://cse.unl.edu/~tnguyen/
Vinodchandran Variyam ,University of Nebraska,usa,#N/A,#N/A,http://cse.unl.edu/~vinod/
Witawas Srisa-an ,University of Nebraska,usa,soft,2014,http://cse.unl.edu/~witty/
Ying Lu ,University of Nebraska,usa,bed,2008,http://cse.unl.edu/~ylu/
Aslan Munir ,University of Nevada,usa,#N/A,#N/A,https://www.unr.edu/cse/people/faculty/munir
David Feil-Seifer ,University of Nevada,usa,#N/A,#N/A,https://www.unr.edu/cse/people/faculty/feil-seifer
Dongfang Zhao ,University of Nevada,usa,#N/A,#N/A,http://www.unr.edu/cse/people/faculty/zhao/
Dwight D. Egbert ,University of Nevada,usa,#N/A,#N/A,http://www.unr.edu/cse/people/faculty/egbert
Eelke Folmer ,University of Nevada,usa,chi,2012,http://eelke.com/
Feng Yan 0001 ,University of Nevada,usa,hpc,2016,http://www.unr.edu/cse/people/faculty/yan/
Frederick C. Harris Jr. ,University of Nevada,usa,#N/A,#N/A,https://www.cse.unr.edu/~fredh/
George Bebis ,University of Nevada,usa,chi,2013,https://www.cse.unr.edu/~bebis/
Hung Manh La ,University of Nevada,usa,robotics,2009,https://www.researchgate.net/profile/Hung_La
Kostas Alexis ,University of Nevada,usa,robotics,2010,https://www.unr.edu/cse/people/faculty/alexis
Lei Yang 0001 ,University of Nevada,usa,comm,2011,http://www.unr.edu/cse/people/faculty/yang/
Mehmet Hadi Gunes ,University of Nevada,usa,comm,2008,https://www.cse.unr.edu/~mgunes/
Mehmet Hadi GÌ_nes ,University of Nevada,usa,#N/A,#N/A,https://www.cse.unr.edu/~mgunes/
Mircea Nicolescu ,University of Nevada,usa,robotics,2015,https://www.cse.unr.edu/~mircea/
Monica N. Nicolescu ,University of Nevada,usa,robotics,2001,https://www.cse.unr.edu/~monica/
Sergiu Dascalu ,University of Nevada,usa,#N/A,#N/A,https://www.cse.unr.edu/~dascalus/
Sergiu M. Dascalu ,University of Nevada,usa,#N/A,#N/A,https://www.cse.unr.edu/~dascalus/
Shamik Sengupta ,University of Nevada,usa,comm,2010,https://www.cse.unr.edu/~shamik/
Sushil J. Louis ,University of Nevada,usa,robotics,2011,https://www.cse.unr.edu/~sushil/
Abdullah Mueen ,University of New Mexico,usa,ir,2015,http://www.cs.unm.edu/~mueen/
Darko Stefanovic ,University of New Mexico,usa,metrics,2002,https://www.cs.unm.edu/~darko/
David H. Ackley ,University of New Mexico,usa,mlmining,1988,http://www.cs.unm.edu/~ackley/
Deepak Kapur ,University of New Mexico,usa,act,1996,https://www.cs.unm.edu/~kapur/
Dorian Arnold ,University of New Mexico,usa,#N/A,#N/A,http://www.cs.unm.edu/directory/faculty-profiles/dorian-arnold.html/
Dorian C. Arnold ,University of New Mexico,usa,hpc,2003,http://www.cs.unm.edu/~darnold/
Gruia-Catalin Roman ,University of New Mexico,usa,ai,1991,http://www.cs.unm.edu/directory/faculty-profiles/gruia-catalin-roman.html/
Jared Saia ,University of New Mexico,usa,act,2001,http://www.cs.unm.edu/~saia/
Jedidiah R. Crandall ,University of New Mexico,usa,arch,2004,https://www.cs.unm.edu/~crandall/
Lance R. Williams ,University of New Mexico,usa,chi,2006,https://www.cs.unm.edu/~williams/
Lance Williams ,University of New Mexico,usa,graph,1983,https://www.cs.unm.edu/~williams/
Lydia Tapia ,University of New Mexico,usa,bio,2006,http://www.cs.unm.edu/~tapia/
Melanie E. Moses ,University of New Mexico,usa,robotics,2015,https://www.cs.unm.edu/~melaniem/
Melanie Moses ,University of New Mexico,usa,#N/A,#N/A,https://www.cs.unm.edu/~melaniem/
Patrick G. Bridges ,University of New Mexico,usa,comm,1996,http://www.cs.unm.edu/directory/faculty-profiles/patrick-bridges.html/
Patrick Gage Kelley ,University of New Mexico,usa,chi,2009,http://www.cs.unm.edu/~pgk/
Shuang (Sean) Luan ,University of New Mexico,usa,#N/A,#N/A,https://www.cs.unm.edu/~sluan/
Shuang Luan ,University of New Mexico,usa,ir,2015,https://www.cs.unm.edu/~sluan/
Stephanie Forrest ,University of New Mexico,usa,arch,2013,https://www.cs.unm.edu/~forrest/
Thomas P. Hayes ,University of New Mexico,usa,act,1998,https://www.cs.unm.edu/~hayes/
Tom Hayes ,University of New Mexico,usa,#N/A,#N/A,https://www.cs.unm.edu/~hayes/
Trilce Estrada ,University of New Mexico,usa,hpc,2006,http://www.cs.unm.edu/~estrada/trilce/pmwiki.php/
Alexander C. Berg ,University of North Carolina,usa,ai,2015,http://acberg.com/
Anselmo Lastra ,University of North Carolina,usa,graph,1998,http://cs.unc.edu/people/anselmo-lastra/
Cynthia Sturton ,University of North Carolina,usa,arch,2015,http://cs.unc.edu/~csturton/
David A. Plaisted ,University of North Carolina,usa,act,1972,https://www.cs.unc.edu/~plaisted/
David Stotts ,University of North Carolina,usa,#N/A,#N/A,http://www.cs.unc.edu/~stotts/
Dinesh Manocha ,University of North Carolina,usa,ai,2010,https://www.cs.unc.edu/~dm/
Donald E. Porter ,University of North Carolina,usa,arch,2007,http://www3.cs.stonybrook.edu/~porter/
Fabian Monrose ,University of North Carolina,usa,metrics,2006,https://www.cs.unc.edu/~fabian/
Frederick P. Brooks Jr. ,University of North Carolina,usa,graph,1985,https://www.cs.unc.edu/~brooks/
Gary Bishop ,University of North Carolina,usa,graph,1994,https://www.cs.unc.edu/~gb/
Greg Welch ,University of North Carolina,usa,graph,1997,https://www.cs.unc.edu/~welch/
Gregory F. Welch ,University of North Carolina,usa,#N/A,#N/A,http://cs.unc.edu/people/gregory-f-welch/
Henry Fuchs ,University of North Carolina,usa,arch,1979,http://www.cs.unc.edu/~fuchs/
Jack Snoeyink ,University of North Carolina,usa,act,1990,http://www.cs.unc.edu/~snoeyink/
James H. Anderson ,University of North Carolina,usa,act,1994,https://www.cs.unc.edu/~anderson/
Jan F. Prins ,University of North Carolina,usa,bio,2012,http://www.cs.unc.edu/~prins/
Jan Prins ,University of North Carolina,usa,arch,1982,http://www.cs.unc.edu/~prins/
Jan-Michael Frahm ,University of North Carolina,usa,robotics,2009,http://frahm.web.unc.edu/
Jasleen Kaur ,University of North Carolina,usa,bed,2002,http://www.cs.unc.edu/~jasleen/
Ketan Mayer-Patel ,University of North Carolina,usa,comm,2004,http://www.cs.unc.edu/~kmp/
Ketan Patel ,University of North Carolina,usa,#N/A,#N/A,http://www.cs.unc.edu/~kmp/
Kevin Jeffay ,University of North Carolina,usa,bed,1987,http://jeffay.web.unc.edu/
Leonard McMillan ,University of North Carolina,usa,bio,2013,http://www.cs.unc.edu/~mcmillan/
Marc Niethammer ,University of North Carolina,usa,mlmining,2015,http://wwwx.cs.unc.edu/~mn/?q=content/overview/
Michael J. Fern ,University of North Carolina,usa,#N/A,#N/A,http://cs.unc.edu/people/michael-j-fern/
Michael K. Reiter ,University of North Carolina,usa,act,1997,https://www.cs.unc.edu/~reiter/
Ming C. Lin ,University of North Carolina,usa,ai,2011,http://www.cs.unc.edu/~lin/
Mohit Bansal ,University of North Carolina,usa,ai,2016,http://ttic.uchicago.edu/~mbansal/
Montek Singh ,University of North Carolina,usa,da,2005,https://www.cs.unc.edu/~montek/
P. David Stotts ,University of North Carolina,usa,ir,2002,http://www.cs.unc.edu/~stotts/
Prasun Dewan ,University of North Carolina,usa,chi,1990,http://www.cs.unc.edu/~dewan/
Ron Alterovitz ,University of North Carolina,usa,ai,2012,https://www.cs.unc.edu/~ron/
S. M. Shahriar Nirjon ,University of North Carolina,usa,mobile,2012,http://cs.unc.edu/~nirjon/
Sanjoy Baruah ,University of North Carolina,usa,bed,2013,https://www.cs.unc.edu/~baruah/
Sanjoy K. Baruah ,University of North Carolina,usa,act,1991,https://www.cs.unc.edu/~baruah/
Stan Ahalt ,University of North Carolina,usa,#N/A,#N/A,http://cs.unc.edu/people/stan-ahalt/
Stanley C. Ahalt ,University of North Carolina,usa,hpc,2004,http://cs.unc.edu/people/stan-ahalt/
Stephen M. Pizer ,University of North Carolina,usa,vis,1991,http://www.cs.unc.edu/~smp/
Tamara L. Berg ,University of North Carolina,usa,ai,2015,http://tamaraberg.com/
Vladimir Jojic ,University of North Carolina,usa,bio,2008,http://cs.unc.edu/people/vladimir-jojic/
Aaron D. Striegel ,University of Notre Dame,usa,#N/A,#N/A,https://engineering.nd.edu/profiles/astriegel/
Aaron Striegel ,University of Notre Dame,usa,comm,2016,https://engineering.nd.edu/profiles/astriegel/
Chaoli Wang ,University of Notre Dame,usa,hpc,2007,http://www3.nd.edu/~cwang11/about.html/
Christian Poellabauer ,University of Notre Dame,usa,bed,2000,http://www3.nd.edu/~cpoellab/
